"id","sampleid","submited_datetime","datestart","dateend","notes","type","collection","location_id","loginname_id"
593,PAR_16062022,2022-06-24 12:14:12,2022-06-15,2022-06-16,Influent samples,rawWW,cpTP24h,3,6
594,PAR_20062022,2022-06-24 12:14:47,2022-06-19,2022-06-20,Influent samples,rawWW,cpTP24h,3,6
607,PAR_23062022,2022-06-30 15:48:19,2022-06-22,2022-06-23,Influent samples,rawWW,cpTP24h,3,6
608,PAR_27062022,2022-06-30 15:48:58,2022-06-26,2022-06-27,Influent samples,rawWW,cpTP24h,3,6
622,PAR_30062022,2022-07-08 10:17:11,2022-06-29,2022-06-30,Influent Samples,rawWW,cpTP24h,3,6
623,PAR_04072022,2022-07-08 10:18:34,2022-07-03,2022-07-04,Influent Samples,rawWW,cpTP24h,3,6
565,AYI_02062022,2022-06-10 13:53:55,2022-06-01,2022-06-02,Influent samples,rawWW,cpTP24h,4,6
566,AYI_06062022,2022-06-10 13:54:26,2022-06-05,2022-06-06,Influent samples,rawWW,cpTP24h,4,6
581,AYI_09062022,2022-06-17 15:09:50,2022-06-08,2022-06-09,Influent samples,rawWW,cpTP24h,4,6
582,AYI_13062022,2022-06-17 15:10:25,2022-06-12,2022-06-13,Influent samples,rawWW,cpTP24h,4,6
595,AYI_16062022,2022-06-24 12:18:53,2022-06-15,2022-06-16,Influent samples,rawWW,cpTP24h,4,6
596,AYI_20062022,2022-06-24 12:19:45,2022-06-19,2022-06-20,Influent samples,rawWW,cpTP24h,4,6
609,AYI_23062022,2022-06-30 15:49:40,2022-06-22,2022-06-23,Influent samples,rawWW,cpTP24h,4,6
610,AYI_27062022,2022-06-30 15:50:19,2022-06-26,2022-06-27,Influent samples,rawWW,cpTP24h,4,6
624,AYI_30062022,2022-07-08 10:19:56,2022-06-29,2022-06-30,Influent Samples,rawWW,cpTP24h,4,6
625,AYI_04072022,2022-07-08 10:20:59,2022-07-03,2022-07-04,Influent Samples,rawWW,cpTP24h,4,6
632,AYI_07072022,2022-07-15 13:44:14,2022-07-06,2022-07-07,Influent Samples,rawWW,cpTP24h,4,6
633,AYI_11072022,2022-07-15 13:45:09,2022-07-10,2022-07-11,Influent Samples,rawWW,cpTP24h,4,6
637,VAT_11072022,2022-07-15 14:05:46,2022-07-10,2022-07-11,Influent Samples,rawWW,cpTP24h,7,2
638,PAF_07072022,2022-07-15 14:07:16,2022-07-06,2022-07-07,Influent Samples,rawWW,cpTP24h,2,2
639,PAF_11072022,2022-07-15 14:08:09,2022-07-10,2022-07-11,Influent Samples,rawWW,cpTP24h,2,2
642,LAR_14072022,2022-07-21 12:16:03,2022-07-13,2022-07-14,Influent samples,rawWW,cpTP24h,6,6
643,LAR_18072022,2022-07-21 12:16:53,2022-07-17,2022-07-18,Influent samples,rawWW,cpTP24h,6,6
644,ANT_14072022,2022-07-21 12:19:08,2022-07-13,2022-07-14,Influent samples,rawWW,cpTP24h,5,6
645,ANT_18072022,2022-07-21 12:19:40,2022-07-17,2022-07-18,Influent samples,rawWW,cpTP24h,5,6
646,VAT_14072022,2022-07-21 12:37:12,2022-07-13,2022-07-14,Influent samples,rawWW,cpTP24h,7,6
647,VAT_18072022,2022-07-21 12:37:56,2022-07-17,2022-07-18,Influent samples,rawWW,cpTP24h,7,6
648,PAF_14072022,2022-07-21 12:38:56,2022-07-13,2022-07-14,Influent samples,rawWW,cpTP24h,2,6
649,PAF_18072022,2022-07-21 12:39:45,2022-07-17,2022-07-18,Influent samples,rawWW,cpTP24h,2,6
654,LIM_21072022,2022-07-28 20:56:50,2022-07-20,2022-07-21,Influent samples,rawWW,cpTP24h,1,6
655,LIM_25072022,2022-07-28 20:57:20,2022-07-24,2022-07-25,Influent samples,rawWW,cpTP24h,1,6
656,LAR_21072022,2022-07-28 20:58:08,2022-07-20,2022-07-21,Influent samples,rawWW,cpTP24h,6,6
657,LAR_25072022,2022-07-28 20:58:45,2022-07-24,2022-07-25,Influent samples,rawWW,cpTP24h,6,6
658,ANT_25072022,2022-07-28 20:59:58,2022-07-24,2022-07-25,Influent samples,rawWW,cpTP24h,5,6
659,ANT_26072022,2022-07-28 21:00:28,2022-07-25,2022-07-26,Influent samples,rawWW,cpTP24h,5,6
660,VAT_21072022,2022-07-28 21:01:08,2022-07-20,2022-07-21,Influent samples,rawWW,cpTP24h,7,6
661,VAT_25072022,2022-07-28 21:03:22,2022-07-24,2022-07-25,Influent samples,rawWW,cpTP24h,7,6
662,PAF_21072022,2022-07-28 21:04:07,2022-07-20,2022-07-21,Influent samples,rawWW,cpTP24h,2,6
663,PAF_25072022,2022-07-28 21:04:53,2022-07-24,2022-07-25,Influent samples,rawWW,cpTP24h,2,6
668,LIM_28072022,2022-08-04 15:44:58,2022-07-27,2022-07-28,Influent samples,rawWW,cpTP24h,1,6
669,LIM_01082022,2022-08-04 15:45:35,2022-07-31,2022-08-01,Influent samples,rawWW,cpTP24h,1,6
670,LAR_28072022,2022-08-04 15:46:22,2022-07-27,2022-07-28,Influent samples,rawWW,cpTP24h,6,6
671,LAR_01082022,2022-08-04 15:47:08,2022-07-31,2022-08-01,Influent samples,rawWW,cpTP24h,6,6
672,ANT_28072022,2022-08-04 15:51:09,2022-07-27,2022-07-28,Influent samples,rawWW,cpTP24h,5,6
673,ANT_01082022,2022-08-04 15:51:41,2022-07-31,2022-08-01,Influent samples,rawWW,cpTP24h,5,6
674,VAT_28072022,2022-08-04 15:52:29,2022-07-27,2022-07-28,Influent samples,rawWW,cpTP24h,7,6
675,VAT_01082022,2022-08-04 15:53:05,2022-07-31,2022-08-01,Influent samples,rawWW,cpTP24h,7,6
676,PAF_28072022,2022-08-04 15:54:02,2022-07-27,2022-07-28,Influent samples,rawWW,cpTP24h,2,6
677,PAF_01082022,2022-08-04 15:54:46,2022-07-31,2022-08-01,Influent samples,rawWW,cpTP24h,2,6
678,PAR_28072022,2022-08-04 15:55:34,2022-07-27,2022-07-28,Influent samples,rawWW,cpTP24h,3,6
679,PAR_01082022,2022-08-04 15:55:59,2022-07-31,2022-08-01,Influent samples,rawWW,cpTP24h,3,6
680,AYI_28072022,2022-08-04 15:56:51,2022-07-27,2022-07-28,Influent samples,rawWW,cpTP24h,4,6
681,AYI_01082022,2022-08-04 15:57:28,2022-07-31,2022-08-01,Influent samples,rawWW,cpTP24h,4,6
50,LIM_24032022,2022-03-31 16:01:32,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,1,6
568,LIM_09062022,2022-06-17 14:58:52,2022-06-08,2022-06-09,Influent samples,rawWW,cpTP24h,1,6
640,LIM_14072022,2022-07-21 12:12:54,2022-07-13,2022-07-14,Influent samples,rawWW,cpTP24h,1,6
641,LIM_18072022,2022-07-21 12:15:13,2022-07-17,2022-07-18,Influent samples,rawWW,cpTP24h,1,6
420,LAR_02052022,2022-05-06 12:33:16,2022-05-01,2022-05-02,Influent Samples,rawWW,cpTP24h,6,6
614,LAR_30062022,2022-07-08 09:55:37,2022-06-29,2022-06-30,Influent Samples,rawWW,cpTP24h,6,6
682,ANT_13062022,2022-08-09 10:12:13,2022-06-12,2022-06-13,Influent samples,rawWW,cpTP24h,5,6
683,LIM_04082022,2022-08-12 13:19:25,2022-08-03,2022-08-04,Influent samples,rawWW,cpTP24h,1,6
684,LIM_08082022,2022-08-12 13:19:56,2022-08-07,2022-08-08,Influent samples,rawWW,cpTP24h,1,6
685,LAR_04082022,2022-08-12 13:21:02,2022-08-03,2022-08-04,Influent samples,rawWW,cpTP24h,6,6
686,LAR_08082022,2022-08-12 13:21:56,2022-08-07,2022-08-08,Influent samples,rawWW,cpTP24h,6,6
687,ANT_04082022,2022-08-12 13:22:38,2022-08-03,2022-08-04,Influent samples,rawWW,cpTP24h,5,6
688,ANT_08082022,2022-08-12 13:23:09,2022-08-07,2022-08-08,Influent samples,rawWW,cpTP24h,5,6
689,VAT_04082022,2022-08-12 13:44:45,2022-08-03,2022-08-04,Influent samples,rawWW,cpTP24h,7,6
690,VAT_08082022,2022-08-12 13:45:16,2022-08-07,2022-08-08,Influent samples,rawWW,cpTP24h,7,6
691,PAF_04082022,2022-08-12 13:46:25,2022-08-03,2022-08-04,Influent samples,rawWW,cpTP24h,2,6
692,PAF_08082022,2022-08-12 13:46:51,2022-08-07,2022-08-08,Influent samples,rawWW,cpTP24h,2,6
350,PAF_31032022,2022-04-08 16:59:31,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,2,6
694,PAR_08082022,2022-08-12 13:48:35,2022-08-07,2022-08-08,Influent samples,rawWW,cpTP24h,3,6
695,AYI_04082022,2022-08-12 13:49:12,2022-08-03,2022-08-04,Influent samples,rawWW,cpTP24h,4,6
696,AYI_08082022,2022-08-12 13:49:45,2022-08-07,2022-08-08,Influent samples,rawWW,cpTP24h,4,6
693,PAR_04082022,2022-08-12 13:47:33,2022-08-03,2022-08-04,Influent samples,rawWW,cpTP24h,3,6
697,LIM_11082022,2022-08-19 15:35:01,2022-08-10,2022-08-11,Influent samples,rawWW,cpTP24h,1,6
698,LIM_15082022,2022-08-19 15:35:27,2022-08-14,2022-08-15,Influent samples,rawWW,cpTP24h,1,6
699,LAR_11082022,2022-08-19 15:36:00,2022-08-10,2022-08-11,Influent samples,rawWW,cpTP24h,6,6
700,LAR_15082022,2022-08-19 15:36:27,2022-08-14,2022-08-15,Influent samples,rawWW,cpTP24h,6,6
701,ANT_11082022,2022-08-19 15:37:04,2022-08-10,2022-08-11,Influent samples,rawWW,cpTP24h,5,6
702,ANT_15082022,2022-08-19 15:37:36,2022-08-14,2022-08-15,Influent samples,rawWW,cpTP24h,5,6
703,VAT_11082022,2022-08-19 15:38:10,2022-08-10,2022-08-11,Influent samples,rawWW,cpTP24h,7,6
634,PAR_07072022,2022-07-15 13:58:49,2022-07-06,2022-07-07,Influent Samples,rawWW,cpTP24h,3,6
635,PAR_11072022,2022-07-15 14:00:32,2022-07-10,2022-07-11,Influent Samples,rawWW,cpTP24h,3,6
650,PAR_14072022,2022-07-21 12:42:18,2022-07-13,2022-07-14,Influent samples,rawWW,cpTP24h,3,6
651,PAR_18072022,2022-07-21 12:43:08,2022-07-17,2022-07-18,Influent samples,rawWW,cpTP24h,3,6
664,PAR_21072022,2022-07-28 21:07:35,2022-07-20,2022-07-21,Influent samples,rawWW,cpTP24h,3,6
665,PAR_25072022,2022-07-28 21:08:11,2022-07-24,2022-07-25,Influent samples,rawWW,cpTP24h,3,6
652,AYI_14072022,2022-07-21 12:44:11,2022-07-13,2022-07-14,Influent samples,rawWW,cpTP24h,4,6
653,AYI_18072022,2022-07-21 12:46:13,2022-07-17,2022-07-18,Influent samples,rawWW,cpTP24h,4,6
666,AYI_21072022,2022-07-28 21:09:16,2022-07-20,2022-07-21,Influent samples,rawWW,cpTP24h,4,6
667,AYI_25072022,2022-07-28 21:09:48,2022-07-24,2022-07-25,Influent samples,rawWW,cpTP24h,4,6
704,VAT_15082022,2022-08-19 15:38:40,2022-08-14,2022-08-15,Influent samples,rawWW,cpTP24h,7,6
705,PAF_11082022,2022-08-19 15:39:23,2022-08-10,2022-08-11,Influent samples,rawWW,cpTP24h,2,6
706,PAF_15082022,2022-08-19 15:39:50,2022-08-14,2022-08-15,Influent samples,rawWW,cpTP24h,2,6
707,PAR_11082022,2022-08-19 15:40:25,2022-08-10,2022-08-11,Influent samples,rawWW,cpTP24h,3,6
708,PAR_15082022,2022-08-19 15:40:58,2022-08-14,2022-08-15,Influent samples,rawWW,cpTP24h,3,6
709,AYI_11082022,2022-08-19 15:41:29,2022-08-10,2022-08-11,Influent samples,rawWW,cpTP24h,4,6
710,AYI_15082022,2022-08-19 15:41:54,2022-08-14,2022-08-15,Influent samples,rawWW,cpTP24h,4,6
636,VAT_07072022,2022-07-15 14:04:44,2022-07-06,2022-07-07,Influent Samples,rawWW,cpTP24h,7,6
534,PAF_23052022,2022-05-27 11:20:36,2022-05-22,2022-05-23,Influent samples,rawWW,cpTP24h,2,6
711,PAF_13062022,2022-08-22 13:56:34,2022-06-12,2022-06-13,Influent samples,rawWW,cpTP24h,2,6
712,LIM_18082022,2022-08-26 11:44:10,2022-08-17,2022-08-18,Influent samples,rawWW,cpTP24h,1,6
713,LIM_22082022,2022-08-26 11:45:03,2022-08-21,2022-08-22,Influent samples,rawWW,cpTP24h,1,6
714,LAR_18082022,2022-08-26 11:46:32,2022-08-17,2022-08-18,Influent samples,rawWW,cpTP24h,6,6
715,LAR_22082022,2022-08-26 11:47:12,2022-08-21,2022-08-22,Influent samples,rawWW,cpTP24h,6,6
717,VAT_18082022,2022-08-26 11:49:02,2022-08-17,2022-08-18,Influent samples,rawWW,cpTP24h,7,6
718,VAT_22082022,2022-08-26 11:49:43,2022-08-21,2022-08-22,Influent samples,rawWW,cpTP24h,7,6
719,PAF_18082022,2022-08-26 11:50:44,2022-08-17,2022-08-18,Influent samples,rawWW,cpTP24h,2,6
720,PAF_22082022,2022-08-26 11:51:25,2022-08-21,2022-08-22,Influent samples,rawWW,cpTP24h,2,6
721,PAR_18082022,2022-08-26 12:00:23,2022-08-17,2022-08-18,Influent samples,rawWW,cpTP24h,3,6
722,PAR_22082022,2022-08-26 12:00:57,2022-08-21,2022-08-22,Influent samples,rawWW,cpTP24h,3,6
723,AYI_18082022,2022-08-26 12:08:49,2022-08-17,2022-08-18,Influent samples,rawWW,cpTP24h,4,6
724,AYI_22082022,2022-08-26 12:09:16,2022-08-21,2022-08-22,Influent samples,rawWW,cpTP24h,4,6
716,ANT_22082022,2022-08-26 11:48:11,2022-08-21,2022-08-22,Influent samples,rawWW,cpTP24h,5,6
725,LIM_25082022,2022-09-02 09:59:41,2022-08-24,2022-08-25,Influent samples,rawWW,cpTP24h,1,6
726,LIM_29082022,2022-09-02 10:00:23,2022-08-28,2022-08-29,Influent samples,rawWW,cpTP24h,1,6
727,LAR_25082022,2022-09-02 10:01:22,2022-08-24,2022-08-25,Influent samples,rawWW,cpTP24h,6,6
728,LAR_29082022,2022-09-02 10:02:05,2022-08-28,2022-08-29,Influent samples,rawWW,cpTP24h,6,6
729,ANT_25082022,2022-09-02 10:05:25,2022-08-24,2022-08-25,Influent samples,rawWW,cpTP24h,5,6
730,VAT_25082022,2022-09-02 10:23:25,2022-08-24,2022-08-25,Influent samples,rawWW,cpTP24h,7,6
731,VAT_29082022,2022-09-02 10:24:20,2022-08-28,2022-08-29,Influent samples,rawWW,cpTP24h,7,6
732,PAF_25082022,2022-09-02 10:25:07,2022-08-24,2022-08-25,Influent samples,rawWW,cpTP24h,2,6
733,PAF_29082022,2022-09-02 10:25:43,2022-08-28,2022-08-29,Influent samples,rawWW,cpTP24h,2,6
734,PAR_25082022,2022-09-02 10:26:48,2022-08-24,2022-08-25,Influent samples,rawWW,cpTP24h,3,6
735,PAR_29082022,2022-09-02 10:27:20,2022-08-28,2022-08-29,Influent samples,rawWW,cpTP24h,3,6
736,AYI_25082022,2022-09-02 10:28:16,2022-08-24,2022-08-25,Influent samples,rawWW,cpTP24h,4,6
737,AYI_29082022,2022-09-02 10:28:51,2022-08-28,2022-08-29,Influent samples,rawWW,cpTP24h,4,6
738,ANT_24082022,2022-09-02 11:50:18,2022-08-23,2022-08-24,Influent samples,rawWW,cpTP24h,5,6
739,ANT_29082022,2022-09-02 11:51:00,2022-08-28,2022-08-29,Influent samples,rawWW,cpTP24h,5,6
740,LIM_01092022,2022-09-09 09:38:01,2022-08-31,2022-09-01,Influent samples,rawWW,cpTP24h,1,6
741,LIM_05092022,2022-09-09 09:38:53,2022-09-04,2022-09-05,Influent samples,rawWW,cpTP24h,1,6
742,LAR_01092022,2022-09-09 09:40:38,2022-08-31,2022-09-01,Influent samples,rawWW,cpTP24h,6,6
743,LAR_05092022,2022-09-09 09:42:03,2022-09-04,2022-09-05,Influent samples,rawWW,cpTP24h,6,6
744,ANT_01092022,2022-09-09 09:43:14,2022-08-31,2022-09-01,Influent samples,rawWW,cpTP24h,5,6
745,ANT_05092022,2022-09-09 09:43:50,2022-09-04,2022-09-05,Influent samples,rawWW,cpTP24h,5,6
746,VAT_01092022,2022-09-09 09:46:58,2022-08-31,2022-09-01,Influent samples,rawWW,cpTP24h,7,6
747,VAT_05092022,2022-09-09 09:47:36,2022-09-04,2022-09-05,Influent samples,rawWW,cpTP24h,7,6
748,PAF_01092022,2022-09-09 09:48:22,2022-08-31,2022-09-01,Influent samples,rawWW,cpTP24h,2,6
749,PAF_05092022,2022-09-09 09:49:27,2022-09-04,2022-09-05,Influent samples,rawWW,cpTP24h,2,6
750,PAR_01092022,2022-09-09 10:02:11,2022-08-31,2022-09-01,Influent samples,rawWW,cpTP24h,3,6
751,PAR_05092022,2022-09-09 10:02:42,2022-09-04,2022-09-05,Influent samples,rawWW,cpTP24h,3,6
752,AYI_01092022,2022-09-09 10:03:23,2022-08-31,2022-09-01,Influent samples,rawWW,cpTP24h,4,6
753,AYI_05092022,2022-09-09 10:03:57,2022-09-04,2022-09-05,Influent samples,rawWW,cpTP24h,4,6
754,LIM_08092022,2022-09-16 13:17:31,2022-09-07,2022-09-08,Influent samples,rawWW,cpTP24h,1,6
755,LIM_12092022,2022-09-16 13:18:08,2022-09-11,2022-09-12,Influent samples,rawWW,cpTP24h,1,6
756,LAR_08092022,2022-09-16 13:18:53,2022-09-07,2022-09-08,Influent samples,rawWW,cpTP24h,6,6
757,LAR_12092022,2022-09-16 13:19:35,2022-09-11,2022-09-12,Influent samples,rawWW,cpTP24h,6,6
758,ANT_08092022,2022-09-16 13:20:29,2022-09-07,2022-09-08,Influent samples,rawWW,cpTP24h,5,6
759,ANT_12092022,2022-09-16 13:21:11,2022-09-11,2022-09-12,Influent samples,rawWW,cpTP24h,5,6
760,VAT_08092022,2022-09-16 13:21:55,2022-09-07,2022-09-08,Influent samples,rawWW,cpTP24h,7,6
761,VAT_12092022,2022-09-16 13:27:47,2022-09-11,2022-09-12,Influent samples,rawWW,cpTP24h,7,6
762,PAF_08092022,2022-09-16 13:28:25,2022-09-07,2022-09-08,Influent samples,rawWW,cpTP24h,2,6
763,PAF_12092022,2022-09-16 13:28:54,2022-09-11,2022-09-12,Influent samples,rawWW,cpTP24h,2,6
764,PAR_08092022,2022-09-16 13:29:32,2022-09-07,2022-09-08,Influent samples,rawWW,cpTP24h,3,6
765,PAR_12092022,2022-09-16 13:30:08,2022-09-11,2022-09-12,Influent samples,rawWW,cpTP24h,3,6
766,AYI_08092022,2022-09-16 13:30:48,2022-09-07,2022-09-08,Influent samples,rawWW,cpTP24h,4,6
767,AYI_12092022,2022-09-16 13:32:17,2022-09-11,2022-09-12,Influent samples,rawWW,cpTP24h,4,6
768,LIM_15092022,2022-09-23 14:13:30,2022-09-14,2022-09-15,Influent samples,rawWW,cpTP24h,1,6
769,LIM_19092022,2022-09-23 14:14:00,2022-09-18,2022-09-19,Influent samples,rawWW,cpTP24h,1,6
770,LAR_15092022,2022-09-23 14:14:56,2022-09-14,2022-09-15,Influent samples,rawWW,cpTP24h,6,6
771,LAR_19092022,2022-09-23 14:16:00,2022-09-18,2022-09-19,Influent samples,rawWW,cpTP24h,6,6
772,VAT_15092022,2022-09-23 14:22:07,2022-09-14,2022-09-15,Influent samples,rawWW,cpTP24h,7,6
773,VAT_19092022,2022-09-23 14:23:08,2022-09-18,2022-09-19,Influent samples,rawWW,cpTP24h,7,6
774,PAF_19092022,2022-09-23 14:25:43,2022-09-18,2022-09-19,Influent samples,rawWW,cpTP24h,2,6
775,PAR_15092022,2022-09-23 14:26:29,2022-09-14,2022-09-15,Influent samples,rawWW,cpTP24h,3,6
776,PAR_19092022,2022-09-23 14:27:33,2022-09-18,2022-09-19,Influent samples,rawWW,cpTP24h,3,6
777,AYI_15092022,2022-09-23 14:28:20,2022-09-14,2022-09-15,Influent samples,rawWW,cpTP24h,4,6
778,AYI_19092022,2022-09-23 14:28:54,2022-09-18,2022-09-19,Influent samples,rawWW,cpTP24h,4,6
779,PAF_22092022,2022-09-30 14:41:35,2022-09-21,2022-09-22,Influent samples,rawWW,cpTP24h,2,6
780,PAF_26092022,2022-09-30 14:42:28,2022-09-25,2022-09-26,Influent samples,rawWW,cpTP24h,2,6
781,LAR_22092022,2022-09-30 14:43:23,2022-09-21,2022-09-22,Influent samples,rawWW,cpTP24h,6,6
782,LAR_26092022,2022-09-30 14:45:16,2022-09-25,2022-09-26,Influent samples,rawWW,cpTP24h,6,6
783,PAR_22092022,2022-09-30 14:46:31,2022-09-21,2022-09-22,Influent samples,rawWW,cpTP24h,3,6
784,PAR_26092022,2022-09-30 14:49:23,2022-09-25,2022-09-26,Influent samples,rawWW,cpTP24h,3,6
785,AYI_22092022,2022-09-30 14:51:07,2022-09-21,2022-09-22,Influent samples,rawWW,cpTP24h,4,6
786,AYI_26092022,2022-09-30 14:51:37,2022-09-25,2022-09-26,Influent samples,rawWW,cpTP24h,4,6
787,PAR_29092022,2022-10-07 14:52:43,2022-09-28,2022-09-29,Influent samples,rawWW,cpTP24h,3,6
788,PAR_03102022,2022-10-07 14:55:28,2022-10-02,2022-10-03,Influent samples,rawWW,cpTP24h,3,6
789,AYI_29092022,2022-10-07 14:56:17,2022-09-28,2022-09-29,Influent samples,rawWW,cpTP24h,4,6
790,AYI_03102022,2022-10-07 14:56:55,2022-10-02,2022-10-03,Influent samples,rawWW,cpTP24h,4,6
791,AYI_06102022,2022-10-14 22:03:48,2022-10-05,2022-10-06,Influent samples,rawWW,cpTP24h,4,6
792,AYI_10102022,2022-10-14 22:10:52,2022-10-09,2022-10-10,Influent samples,rawWW,cpTP24h,4,6
793,PAR_06102022,2022-10-14 22:11:48,2022-10-05,2022-10-06,Influent samples,rawWW,cpTP24h,3,6
794,PAR_10102022,2022-10-14 22:13:06,2022-10-09,2022-10-10,Influent samples,rawWW,cpTP24h,3,6
